Tweet;Sentimen;step01;tokens;step02;ProcessedText
Bright side from covid-19 situation: uda ga minum dan ngerokok lagi sebulan (semoga bs lanjut) biasa kalo buka puasa ramadhan bnykan di kantor atau ga bukber sama tmn2. Jrg bgt di rumah (smoga covid ilang pas ramadan) makes me realize family is the most important things;1.0;bright side from covid number situation uda ga minum dan ngerokok lagi sebulan semoga bs lanjut biasa kalo buka puasa ramadhan bnykan di kantor atau ga bukber sama tmn jrg bgt di rumah smoga covid ilang pas ramadan makes me realize family is the most important things;['bright', 'side', 'from', 'covid', 'number', 'situation', 'uda', 'ga', 'minum', 'ngerokok', 'sebulan', 'semoga', 'bs', 'kalo', 'buka', 'puasa', 'ramadhan', 'bnykan', 'kantor', 'ga', 'bukber', 'tmn', 'jrg', 'bgt', 'rumah', 'smoga', 'covid', 'ilang', 'pas', 'ramadan', 'makes', 'me', 'realize', 'family', 'is', 'the', 'most', 'important', 'things'];bright side from covid number situation uda ga minum ngerokok sebulan semoga bs kalo buka puasa ramadhan bnykan kantor ga bukber tmn jrg bgt rumah smoga covid ilang pas ramadan makes me realize family is the most important things;bright side from covid number situation uda ga minum ngerokok bulan moga bs kalo buka puasa ramadhan bnykan kantor ga bukber tmn jrg bgt rumah smoga covid ilang pas ramadan makes me realize family is the most important things
Kejadian di semarang yang bikin sedih, seorang perawat yang ngurus pasien covid, meninggal. Kemudian jenazahnya ditolak 3 tempat oleh warga. Akhirnya dikembalikan ke rs. Dapet info langsung dari wali santri yang ibunya juga perawat pasien covid.;-1.0;kejadian di semarang yang bikin sedih seorang perawat yang ngurus pasien covid meninggal kemudian jenazahnya ditolak number tempat oleh warga akhirnya dikembalikan ke rs dapet info langsung dari wali santri yang ibunya juga perawat pasien covid;['kejadian', 'semarang', 'bikin', 'sedih', 'perawat', 'ngurus', 'pasien', 'covid', 'meninggal', 'jenazahnya', 'ditolak', 'number', 'warga', 'dikembalikan', 'rs', 'dapet', 'info', 'langsung', 'wali', 'santri', 'ibunya', 'perawat', 'pasien', 'covid'];kejadian semarang bikin sedih perawat ngurus pasien covid meninggal jenazahnya ditolak number warga dikembalikan rs dapet info langsung wali santri ibunya perawat pasien covid;jadi semarang bikin sedih awat ngurus pasien covid tinggal jenazah tolak number warga kembali rs dapet info langsung wali santri ibu awat pasien covid
Menggunakan kajian perubatan berkaitan gunting rambut, tapi dalam masa yang sama memperlekehkan kadar infeksi/penyebaran Covid-19.;0.0;menggunakan kajian perubatan berkaitan gunting rambut tapi dalam masa yang sama memperlekehkan kadar infeksi penyebaran covid number;['kajian', 'perubatan', 'berkaitan', 'gunting', 'rambut', 'memperlekehkan', 'kadar', 'infeksi', 'penyebaran', 'covid', 'number'];kajian perubatan berkaitan gunting rambut memperlekehkan kadar infeksi penyebaran covid number;kaji ubat kait gunting rambut memperlekehkan kadar infeksi sebar covid number
Rapid yang ada sekarang mendeteksi antibodi tubuh kita bukan keberadaan virus dalam tubuh kita. Kalo gejala klinis dan pemeriksaan lab dicurigai covid tapi rapid negatif biasanya akan di rapid ulang hari ke 10 kalo ga salah. Pemeriksaan yang akurat ya swab, tapi ya gitu;0.0;rapid yang ada sekarang mendeteksi antibodi tubuh kita bukan keberadaan virus dalam tubuh kita kalo gejala klinis dan pemeriksaan lab dicurigai covid tapi rapid negatif biasanya akan di rapid ulang hari ke number kalo ga salah pemeriksaan yang akurat ya swab tapi ya gitu;['rapid', 'mendeteksi', 'antibodi', 'tubuh', 'keberadaan', 'virus', 'tubuh', 'kalo', 'gejala', 'klinis', 'pemeriksaan', 'lab', 'dicurigai', 'covid', 'rapid', 'negatif', 'rapid', 'ulang', 'number', 'kalo', 'ga', 'salah', 'pemeriksaan', 'akurat', 'ya', 'swab', 'ya', 'gitu'];rapid mendeteksi antibodi tubuh keberadaan virus tubuh kalo gejala klinis pemeriksaan lab dicurigai covid rapid negatif rapid ulang number kalo ga salah pemeriksaan akurat ya swab ya gitu;rapid deteksi antibodi tubuh ada virus tubuh kalo gejala klinis periksa lab curiga covid rapid negatif rapid ulang number kalo ga salah periksa akurat ya swab ya gitu
Api asmara yang dahulu pernah membara Semakin hangat bagai ciuman yang pertama Detak jantungku seakan ikut irama Karna terlena oleh pesona alunan covid dangdut~;-1.0;api asmara yang dahulu pernah membara semakin hangat bagai ciuman yang pertama detak jantungku seakan ikut irama karna terlena oleh pesona alunan covid dangdut;['api', 'asmara', 'membara', 'hangat', 'ciuman', 'detak', 'jantungku', 'seakan', 'irama', 'karna', 'terlena', 'pesona', 'alunan', 'covid', 'dangdut'];api asmara membara hangat ciuman detak jantungku seakan irama karna terlena pesona alunan covid dangdut;api asmara bara hangat cium detak jantung akan irama karna lena pesona alun covid dangdut
Tak hanya sampai disitu saja, bawaslu Kabupaten Magetan juga memberi bantuan sembako dan masker. Kami harapkan apa yang kita berikan bisa bermanfaat dan membantu mengurangi beban masyarakat yang terdampak wabah covid 19, kata Hendrad.;1.0;tak hanya sampai disitu saja bawaslu kabupaten magetan juga memberi bantuan sembako dan masker kami harapkan apa yang kita berikan bisa bermanfaat dan membantu mengurangi beban masyarakat yang terdampak wabah covid number kata hendrad;['disitu', 'bawaslu', 'kabupaten', 'magetan', 'bantuan', 'sembako', 'masker', 'harapkan', 'bermanfaat', 'membantu', 'mengurangi', 'beban', 'masyarakat', 'terdampak', 'wabah', 'covid', 'number', 'hendrad'];disitu bawaslu kabupaten magetan bantuan sembako masker harapkan bermanfaat membantu mengurangi beban masyarakat terdampak wabah covid number hendrad;situ bawaslu kabupaten magetan bantu sembako masker harap manfaat bantu kurang beban masyarakat dampak wabah covid number hendrad
Puasa time PKP ni sendu sangat ke sebab tak boleh nak buka kt luar, tak dapat pergi bazar, tak dapat terawih dekat masjid ? Duduk je lah diam2 kat rumah, kang terkena covid-19 lagi sendu hidup kau tahu tak !! Mengada !!;-1.0;puasa time allcaps pkp allcaps ni sendu sangat ke sebab tak boleh nak buka kt luar tak dapat pergi bazar tak dapat terawih dekat masjid duduk je lah diam kat rumah kang terkena covid number lagi sendu hidup kau tahu tak repeated mengada repeated;['puasa', 'time', 'allcaps', 'pkp', 'allcaps', 'ni', 'sendu', 'nak', 'buka', 'kt', 'pergi', 'bazar', 'terawih', 'masjid', 'duduk', 'je', 'diam', 'kat', 'rumah', 'kang', 'terkena', 'covid', 'number', 'sendu', 'hidup', 'kau', 'repeated', 'mengada', 'repeated'];puasa time allcaps pkp allcaps ni sendu nak buka kt pergi bazar terawih masjid duduk je diam kat rumah kang terkena covid number sendu hidup kau repeated mengada repeated;puasa time allcaps pkp allcaps ni sendu nak buka kt pergi bazar terawih masjid duduk je diam kat rumah kang kena covid number sendu hidup kau repeated ada repeated
Antisipasi Penyebaran Covid-19, Ini Arahan Gubernur Jatim ;1.0;antisipasi penyebaran covid number ini arahan gubernur jatim;['antisipasi', 'penyebaran', 'covid', 'number', 'arahan', 'gubernur', 'jatim'];antisipasi penyebaran covid number arahan gubernur jatim;antisipasi sebar covid number arah gubernur jatim
RM0 Talian sokongan emosi dan psikososial COVID-19 beroperasi setiap hari 8 pagi - 5 petang. Hubungi 011-63996482, 011-63994236 atau 03-29359935;1.0;rm talian sokongan emosi dan psikososial allcaps covid allcaps number beroperasi setiap hari number pagi number petang hubungi number number number number atau number number;['rm', 'talian', 'sokongan', 'emosi', 'psikososial', 'allcaps', 'covid', 'allcaps', 'number', 'beroperasi', 'number', 'pagi', 'number', 'petang', 'hubungi', 'number', 'number', 'number', 'number', 'number', 'number'];rm talian sokongan emosi psikososial allcaps covid allcaps number beroperasi number pagi number petang hubungi number number number number number number;rm tali sokong emosi psikososial allcaps covid allcaps number operasi number pagi number petang hubung number number number number number number
Tgk betapa mudahnya droplet Covid-19 untuk merebak dalam kawasan tertutup. Peraturan mudah musim Covid-19 . 1kalau sakit, batuk jangan mengada2 nak keluar tempat org ramai. 2Elakkan dari menyentuh muka semasa berada di luar 3. Pakai mask semasa diluar dan cuci tangan;1.0;tgk betapa mudahnya droplet covid number untuk merebak dalam kawasan tertutup peraturan mudah musim covid number kalau sakit batuk jangan mengada nak keluar tempat org ramai elakkan dari menyentuh muka semasa berada di luar number pakai mask semasa diluar dan cuci tangan;['tgk', 'betapa', 'mudahnya', 'droplet', 'covid', 'number', 'merebak', 'kawasan', 'tertutup', 'peraturan', 'mudah', 'musim', 'covid', 'number', 'sakit', 'batuk', 'mengada', 'nak', 'org', 'ramai', 'elakkan', 'menyentuh', 'muka', 'number', 'pakai', 'mask', 'diluar', 'cuci', 'tangan'];tgk betapa mudahnya droplet covid number merebak kawasan tertutup peraturan mudah musim covid number sakit batuk mengada nak org ramai elakkan menyentuh muka number pakai mask diluar cuci tangan;tgk betapa mudah droplet covid number rebak kawasan tutup atur mudah musim covid number sakit batuk ada nak org ramai elak sentuh muka number pakai mask luar cuci tangan
"Achmad Yurianto: ""Tetap menjaga jarak pada saat kontak sosial, hindari kerumunan, hindari pertemuan-pertemuan yang menghadirkan banyak orang, ini penting untuk mencegah penularan Covid-19"" ";1.0;achmad yurianto tetap menjaga jarak pada saat kontak sosial hindari kerumunan hindari pertemuan pertemuan yang menghadirkan banyak orang ini penting untuk mencegah penularan covid number;['achmad', 'yurianto', 'menjaga', 'jarak', 'kontak', 'sosial', 'hindari', 'kerumunan', 'hindari', 'pertemuan', 'pertemuan', 'menghadirkan', 'orang', 'mencegah', 'penularan', 'covid', 'number'];achmad yurianto menjaga jarak kontak sosial hindari kerumunan hindari pertemuan pertemuan menghadirkan orang mencegah penularan covid number;achmad yurianto jaga jarak kontak sosial hindar kerumun hindar temu temu hadir orang cegah tular covid number
Sepertinya Anak Krakatau mengalami gejala covid-19;-1.0;sepertinya anak krakatau mengalami gejala covid number;['anak', 'krakatau', 'mengalami', 'gejala', 'covid', 'number'];anak krakatau mengalami gejala covid number;anak krakatau alami gejala covid number
Kaya covid-19 aja yg lagi terkenal;-1.0;kaya covid number aja yg lagi terkenal;['kaya', 'covid', 'number', 'aja', 'yg', 'terkenal'];kaya covid number aja yg terkenal;kaya covid number aja yg kenal
Cegah Covid-19 dengan tetap Di Rumah Ajah;1.0;cegah covid number dengan tetap di rumah ajah;['cegah', 'covid', 'number', 'rumah', 'ajah'];cegah covid number rumah ajah;cegah covid number rumah ajah
Mantaaap Polda Jateng proses tiga pelaku penolak pemakaman jenazah COVID-19 Sudah kami amankan tiga orang yang diduga memprovokasi warga untuk menolak pemakaman jenazah tersebut,;1.0;mantap elongated polda jateng proses tiga pelaku penolak pemakaman jenazah allcaps covid allcaps number sudah kami amankan tiga orang yang diduga memprovokasi warga untuk menolak pemakaman jenazah tersebut;['mantap', 'elongated', 'polda', 'jateng', 'proses', 'pelaku', 'penolak', 'pemakaman', 'jenazah', 'allcaps', 'covid', 'allcaps', 'number', 'amankan', 'orang', 'diduga', 'memprovokasi', 'warga', 'menolak', 'pemakaman', 'jenazah'];mantap elongated polda jateng proses pelaku penolak pemakaman jenazah allcaps covid allcaps number amankan orang diduga memprovokasi warga menolak pemakaman jenazah;mantap elongated polda jateng proses laku tolak makam jenazah allcaps covid allcaps number aman orang duga provokasi warga tolak makam jenazah
Apa hubungan covid 19 dgn pandemi2 lainnya? Apa yang dapat disimpulkan dari peristiwa pandemi yg pernah terjadi di dunia termasuk covid 19? Apa hikmah covid 19 yg bisa diambil utk masa mendatang?;0.0;apa hubungan covid number dgn pandemi lainnya apa yang dapat disimpulkan dari peristiwa pandemi yg pernah terjadi di dunia termasuk covid number apa hikmah covid number yg bisa diambil utk masa mendatang;['hubungan', 'covid', 'number', 'dgn', 'pandemi', 'disimpulkan', 'peristiwa', 'pandemi', 'yg', 'dunia', 'covid', 'number', 'hikmah', 'covid', 'number', 'yg', 'diambil', 'utk'];hubungan covid number dgn pandemi disimpulkan peristiwa pandemi yg dunia covid number hikmah covid number yg diambil utk;hubung covid number dgn pandemi simpul peristiwa pandemi yg dunia covid number hikmah covid number yg ambil utk
Sumbang barangan keperluan serta risalah COVID-19;1.0;sumbang barangan keperluan serta risalah allcaps covid allcaps number;['sumbang', 'barangan', 'keperluan', 'risalah', 'allcaps', 'covid', 'allcaps', 'number'];sumbang barangan keperluan risalah allcaps covid allcaps number;sumbang barangan perlu risalah allcaps covid allcaps number
Sehat-sehat mas. Semoga covid ini lekas usai agar ekonomi pulih kembali;1.0;sehat sehat mas semoga covid ini lekas usai agar ekonomi pulih kembali;['sehat', 'sehat', 'mas', 'semoga', 'covid', 'lekas', 'ekonomi', 'pulih'];sehat sehat mas semoga covid lekas ekonomi pulih;sehat sehat mas moga covid lekas ekonomi pulih
w tu kadang suka ketawa ngeliat org Indo yg ngetwit dgn nada2 seolah SG salah/kelabakan menangani covid, smntr dianya gatau keseharian di SG, stay jg di Indo, yg juga nggak lebih baik dlm penanganan covid.tp yaudahlah ya, biarin aja kalo bs bikin dia feel better, kasian;0.0;w tu kadang suka ketawa ngeliat org indo yg ngetwit dgn nada seolah sg salah kelabakan menangani covid smntr dianya gatau keseharian di sg stay jg di indo yg juga nggak lebih baik dlm penanganan covid tp yaudahlah ya biarin aja kalo bs bikin dia feel better kasian;['w', 'tu', 'kadang', 'suka', 'ketawa', 'ngeliat', 'org', 'indo', 'yg', 'ngetwit', 'dgn', 'nada', 'sg', 'salah', 'kelabakan', 'menangani', 'covid', 'smntr', 'dianya', 'gatau', 'keseharian', 'sg', 'stay', 'jg', 'indo', 'yg', 'nggak', 'dlm', 'penanganan', 'covid', 'tp', 'yaudahlah', 'ya', 'biarin', 'aja', 'kalo', 'bs', 'bikin', 'feel', 'better', 'kasian'];w tu kadang suka ketawa ngeliat org indo yg ngetwit dgn nada sg salah kelabakan menangani covid smntr dianya gatau keseharian sg stay jg indo yg nggak dlm penanganan covid tp yaudahlah ya biarin aja kalo bs bikin feel better kasian;w tu kadang suka ketawa ngeliat org indo yg ngetwit dgn nada sg salah laba tangan covid smntr dia gatau hari sg stay jg indo yg nggak dlm tangan covid tp yaudahlah ya biarin aja kalo bs bikin feel better kasi
Di tengah masa darurat COVID-19, KUA Tamalate, Makassar tetap memberikan layanan menikahkan pasangan suami-istri di kantornya.;1.0;di tengah masa darurat allcaps covid allcaps number allcaps kua allcaps tamalate makassar tetap memberikan layanan menikahkan pasangan suami istri di kantornya;['darurat', 'allcaps', 'covid', 'allcaps', 'number', 'allcaps', 'kua', 'allcaps', 'tamalate', 'makassar', 'layanan', 'menikahkan', 'pasangan', 'suami', 'istri', 'kantornya'];darurat allcaps covid allcaps number allcaps kua allcaps tamalate makassar layanan menikahkan pasangan suami istri kantornya;darurat allcaps covid allcaps number allcaps kua allcaps tamalate makassar layan nikah pasang suami istri kantor
Kerjasama Pengadaan Obat COVID-19 Indonesia dengan Jepang dan India - Pusat Siaran Pers Indonesia -;1.0;kerjasama pengadaan obat allcaps covid allcaps number indonesia dengan jepang dan india pusat siaran pers indonesia;['kerjasama', 'pengadaan', 'obat', 'allcaps', 'covid', 'allcaps', 'number', 'indonesia', 'jepang', 'india', 'pusat', 'siaran', 'pers', 'indonesia'];kerjasama pengadaan obat allcaps covid allcaps number indonesia jepang india pusat siaran pers indonesia;kerjasama ada obat allcaps covid allcaps number indonesia jepang india pusat siar pers indonesia
Covid-19: 224 anggota KKM positif setakat 10 April 2020;0.0;covid number number anggota allcaps kkm allcaps positif setakat number april number;['covid', 'number', 'number', 'anggota', 'allcaps', 'kkm', 'allcaps', 'positif', 'setakat', 'number', 'april', 'number'];covid number number anggota allcaps kkm allcaps positif setakat number april number;covid number number anggota allcaps kkm allcaps positif takat number april number
Operasi Nyahkuman Di Sekitar Pekan Simunjan Cegah Penularan Covid-19. Dapatkan Berita Penuh Di FB :;1.0;operasi nyahkuman di sekitar pekan simunjan cegah penularan covid number dapatkan berita penuh di fb;['operasi', 'nyahkuman', 'pekan', 'simunjan', 'cegah', 'penularan', 'covid', 'number', 'dapatkan', 'berita', 'penuh', 'fb'];operasi nyahkuman pekan simunjan cegah penularan covid number dapatkan berita penuh fb;operasi nyahkuman pekan simunjan cegah tular covid number dapat berita penuh fb
Penumpang Gelap Bernama Covid-19;0.0;penumpang gelap bernama covid number;['penumpang', 'gelap', 'bernama', 'covid', 'number'];penumpang gelap bernama covid number;tumpang gelap nama covid number
Patroli Dialogis personil Polsek palu utara melaksanaka giat patroli himbauan dan bagi selebaran maklumat Kapolri tentang bahaya dan cara menangkal penyebaran Wabah Virus Corona atau covid-19 di swalayan,pasar dan spbu,Kegiatan ini rutin dilakukan oleh Polsek Palu utara;1.0;patroli dialogis personil polsek palu utara melaksanaka giat patroli himbauan dan bagi selebaran maklumat kapolri tentang bahaya dan cara menangkal penyebaran wabah virus corona atau covid number di swalayan pasar dan spbu kegiatan ini rutin dilakukan oleh polsek palu utara;['patroli', 'dialogis', 'personil', 'polsek', 'palu', 'utara', 'melaksanaka', 'giat', 'patroli', 'himbauan', 'selebaran', 'maklumat', 'kapolri', 'bahaya', 'menangkal', 'penyebaran', 'wabah', 'virus', 'corona', 'covid', 'number', 'swalayan', 'pasar', 'spbu', 'kegiatan', 'rutin', 'polsek', 'palu', 'utara'];patroli dialogis personil polsek palu utara melaksanaka giat patroli himbauan selebaran maklumat kapolri bahaya menangkal penyebaran wabah virus corona covid number swalayan pasar spbu kegiatan rutin polsek palu utara;patroli dialogis personil polsek palu utara melaksanaka giat patroli himbauan selebaran maklumat kapolri bahaya tangkal sebar wabah virus corona covid number swalayan pasar spbu giat rutin polsek palu utara
UPDATE tanggal 11 April 2020: Indonesia mengumumkan 330 Orang kasus baru COVID-19  Total: 3.842 Orang Dalam perawatan: 3.229 Orang Sembuh: 286 Orang (+4) Meninggal dunia: 327 Orang (+21);0.0;allcaps update allcaps tanggal number april number indonesia mengumumkan number orang kasus baru allcaps covid allcaps number total number orang dalam perawatan number orang sembuh number orang number meninggal dunia number orang number;['allcaps', 'update', 'allcaps', 'tanggal', 'number', 'april', 'number', 'indonesia', 'mengumumkan', 'number', 'orang', 'allcaps', 'covid', 'allcaps', 'number', 'total', 'number', 'orang', 'perawatan', 'number', 'orang', 'sembuh', 'number', 'orang', 'number', 'meninggal', 'dunia', 'number', 'orang', 'number'];allcaps update allcaps tanggal number april number indonesia mengumumkan number orang allcaps covid allcaps number total number orang perawatan number orang sembuh number orang number meninggal dunia number orang number;allcaps update allcaps tanggal number april number indonesia umum number orang allcaps covid allcaps number total number orang awat number orang sembuh number orang number tinggal dunia number orang number
jokowi: Pembatasan sosial dan protokol kesehatan yang ketat sudah kita terapkan untuk mengendalikan penyebaran Covid-19. Sementara, untuk mengurangi dampak perekonomian yang mengikutinya, pemerintah mengeluarkan paket insentif ekonomi: untuk warga,;1.0;jokowi pembatasan sosial dan protokol kesehatan yang ketat sudah kita terapkan untuk mengendalikan penyebaran covid number sementara untuk mengurangi dampak perekonomian yang mengikutinya pemerintah mengeluarkan paket insentif ekonomi untuk warga;['jokowi', 'pembatasan', 'sosial', 'protokol', 'kesehatan', 'ketat', 'terapkan', 'mengendalikan', 'penyebaran', 'covid', 'number', 'mengurangi', 'dampak', 'perekonomian', 'mengikutinya', 'pemerintah', 'mengeluarkan', 'paket', 'insentif', 'ekonomi', 'warga'];jokowi pembatasan sosial protokol kesehatan ketat terapkan mengendalikan penyebaran covid number mengurangi dampak perekonomian mengikutinya pemerintah mengeluarkan paket insentif ekonomi warga;jokowi batas sosial protokol sehat ketat terap kendali sebar covid number kurang dampak ekonomi ikut perintah keluar paket insentif ekonomi warga
Ada 349 Posko Covid-19 Berdiri di Sidoarjo, Dilengkapi Fasilitas Alat Kesehatan dan APD;1.0;ada number posko covid number berdiri di sidoarjo dilengkapi fasilitas alat kesehatan dan allcaps apd allcaps;['number', 'posko', 'covid', 'number', 'berdiri', 'sidoarjo', 'dilengkapi', 'fasilitas', 'alat', 'kesehatan', 'allcaps', 'apd', 'allcaps'];number posko covid number berdiri sidoarjo dilengkapi fasilitas alat kesehatan allcaps apd allcaps;number posko covid number diri sidoarjo lengkap fasilitas alat sehat allcaps apd allcaps
"Ketika dapet obat methylprednisolone dan cefixime. Ingin rasanya tidak minum itu tapi dokter langsung bilang ""Minumnya de biar cespleng, wayahna bisi disangka covid mun gohgoy wae. Jangan lupa minum air anget kalo bisa 2,5 - 3 L"". Akhirnya minum obat dewa dan bom itu ";0.0;ketika dapet obat methylprednisolone dan cefixime ingin rasanya tidak minum itu tapi dokter langsung bilang minumnya de biar cespleng wayahna bisi disangka covid mun gohgoy wae jangan lupa minum air anget kalo bisa number number l akhirnya minum obat dewa dan bom itu;['dapet', 'obat', 'methylprednisolone', 'cefixime', 'minum', 'dokter', 'langsung', 'bilang', 'minumnya', 'de', 'biar', 'cespleng', 'wayahna', 'bisi', 'disangka', 'covid', 'mun', 'gohgoy', 'wae', 'lupa', 'minum', 'air', 'anget', 'kalo', 'number', 'number', 'l', 'minum', 'obat', 'dewa', 'bom'];dapet obat methylprednisolone cefixime minum dokter langsung bilang minumnya de biar cespleng wayahna bisi disangka covid mun gohgoy wae lupa minum air anget kalo number number l minum obat dewa bom;dapet obat methylprednisolone cefixime minum dokter langsung bilang minum de biar cespleng wayahna bis sangka covid mun gohgoy wae lupa minum air anget kalo number number l minum obat dewa bom
Sobat KUKM tahukah anda bahwa Rapat Anggota Koperasi dapat dilaksanakan melalui media online maupun secara tertulis? Di saat maraknya penyebaran Virus Covid-19 ini Koperasi tetap dapat melaksanakan RAT dengan secara;0.0;sobat allcaps kukm allcaps tahukah anda bahwa rapat anggota koperasi dapat dilaksanakan melalui media online maupun secara tertulis di saat maraknya penyebaran virus covid number ini koperasi tetap dapat melaksanakan allcaps rat allcaps dengan secara;['sobat', 'allcaps', 'kukm', 'allcaps', 'tahukah', 'rapat', 'anggota', 'koperasi', 'dilaksanakan', 'media', 'online', 'tertulis', 'maraknya', 'penyebaran', 'virus', 'covid', 'number', 'koperasi', 'melaksanakan', 'allcaps', 'rat', 'allcaps'];sobat allcaps kukm allcaps tahukah rapat anggota koperasi dilaksanakan media online tertulis maraknya penyebaran virus covid number koperasi melaksanakan allcaps rat allcaps;sobat allcaps kukm allcaps tahu rapat anggota koperasi laksana media online tulis marak sebar virus covid number koperasi laksana allcaps rat allcaps
EGOIS Bgm kondisi terkini negara adidaya AS stlh diserang virus corona? Rupanya pmerintah AS smkin mmprlihatkan wjh asli. Sikap egois bgitu nyta ditunjukkan bhkn kpd negara tetangga yg tlh brjasa mnyelamatkannya dr msa sulit akibat pandemi COVID-19. ;0.0;allcaps egois allcaps bgm kondisi terkini negara adidaya as stlh diserang virus corona rupanya pmerintah as smkin mmprlihatkan wjh asli sikap egois bgitu nyta ditunjukkan bhkn kpd negara tetangga yg tlh brjasa mnyelamatkannya dr msa sulit akibat pandemi allcaps covid allcaps number;['allcaps', 'egois', 'allcaps', 'bgm', 'kondisi', 'terkini', 'negara', 'adidaya', 'as', 'stlh', 'diserang', 'virus', 'corona', 'pmerintah', 'as', 'smkin', 'mmprlihatkan', 'wjh', 'asli', 'sikap', 'egois', 'bgitu', 'nyta', 'bhkn', 'kpd', 'negara', 'tetangga', 'yg', 'tlh', 'brjasa', 'mnyelamatkannya', 'dr', 'msa', 'sulit', 'akibat', 'pandemi', 'allcaps', 'covid', 'allcaps', 'number'];allcaps egois allcaps bgm kondisi terkini negara adidaya as stlh diserang virus corona pmerintah as smkin mmprlihatkan wjh asli sikap egois bgitu nyta bhkn kpd negara tetangga yg tlh brjasa mnyelamatkannya dr msa sulit akibat pandemi allcaps covid allcaps number;allcaps egois allcaps bgm kondisi kini negara adidaya as stlh serang virus corona pmerintah as smkin mmprlihatkan wjh asli sikap egois bgitu nyta bhkn kpd negara tetangga yg tlh brjasa mnyelamatkannya dr msa sulit akibat pandemi allcaps covid allcaps number
punya teman yang usahanya terdampak covid dan PSBB? mungkin ini bisa membantu;0.0;punya teman yang usahanya terdampak covid dan allcaps psbb allcaps mungkin ini bisa membantu;['teman', 'usahanya', 'terdampak', 'covid', 'allcaps', 'psbb', 'allcaps', 'membantu'];teman usahanya terdampak covid allcaps psbb allcaps membantu;teman usaha dampak covid allcaps psbb allcaps bantu
"Gara-gara tiap hari baca berita ttg Covid-19, pas mau search lagu kesukaan di google yg terketik secara refleks malah ""Covid""/ Mau nge wa temen, yg ke ketik malah ""Covid"" bukannya nama temen gua. Mau revisi judul artikel, lagi2 refleks ngetik ""covid"". covid-19 haunts me ";-1.0;gara gara tiap hari baca berita ttg covid number pas mau search lagu kesukaan di google yg terketik secara refleks malah covid mau nge wa temen yg ke ketik malah covid bukannya nama temen gua mau revisi judul artikel lagi refleks ngetik covid covid number haunts me;['gara', 'gara', 'baca', 'berita', 'ttg', 'covid', 'number', 'pas', 'search', 'lagu', 'kesukaan', 'google', 'yg', 'terketik', 'refleks', 'covid', 'nge', 'wa', 'temen', 'yg', 'ketik', 'covid', 'nama', 'temen', 'gua', 'revisi', 'judul', 'artikel', 'refleks', 'ngetik', 'covid', 'covid', 'number', 'haunts', 'me'];gara gara baca berita ttg covid number pas search lagu kesukaan google yg terketik refleks covid nge wa temen yg ketik covid nama temen gua revisi judul artikel refleks ngetik covid covid number haunts me;gara gara baca berita ttg covid number pas search lagu suka google yg ketik refleks covid nge wa temen yg ketik covid nama temen gua revisi judul artikel refleks ngetik covid covid number haunts me
"Tolong kuarantin ""kluster kayangan"" disini...biar malam2 mimpi kena kusta covid";-1.0;tolong kuarantin kluster kayangan disini repeated biar malam mimpi kena kusta covid;['tolong', 'kuarantin', 'kluster', 'kayangan', 'repeated', 'biar', 'malam', 'mimpi', 'kena', 'kusta', 'covid'];tolong kuarantin kluster kayangan repeated biar malam mimpi kena kusta covid;tolong kuarantin kluster kayangan repeated biar malam mimpi kena kusta covid
Yess... Aku bahkan kmren priksanya ke rs yg nampung pasien covid tp ttep hati2 sih jaga jarak cuci tangan dst.;1.0;yess repeated aku bahkan kmren priksanya ke rs yg nampung pasien covid tp ttep hati sih jaga jarak cuci tangan dst;['yess', 'repeated', 'kmren', 'priksanya', 'rs', 'yg', 'nampung', 'pasien', 'covid', 'tp', 'ttep', 'hati', 'sih', 'jaga', 'jarak', 'cuci', 'tangan', 'dst'];yess repeated kmren priksanya rs yg nampung pasien covid tp ttep hati sih jaga jarak cuci tangan dst;yess repeated kmren priksanya rs yg nampung pasien covid tp ttep hati sih jaga jarak cuci tangan dst
Komsos Babinsa Gubeng Edukasi Warga Cegah Penyebaran Covid-19;1.0;komsos babinsa gubeng edukasi warga cegah penyebaran covid number;['komsos', 'babinsa', 'gubeng', 'edukasi', 'warga', 'cegah', 'penyebaran', 'covid', 'number'];komsos babinsa gubeng edukasi warga cegah penyebaran covid number;komsos babinsa gubeng edukasi warga cegah sebar covid number
Ketua Bawaslu Kabupaten Magetan, Hendrad Subiyakto mengatakan pihaknya mengadakan bhakti sosial ini dalam rangka ulang tahun Bawaslu yang ke 12 dan membangun solidaritas kebangsaan melawan covid 19 atau virus corona.;1.0;ketua bawaslu kabupaten magetan hendrad subiyakto mengatakan pihaknya mengadakan bhakti sosial ini dalam rangka ulang tahun bawaslu yang ke number dan membangun solidaritas kebangsaan melawan covid number atau virus corona;['ketua', 'bawaslu', 'kabupaten', 'magetan', 'hendrad', 'subiyakto', 'mengadakan', 'bhakti', 'sosial', 'rangka', 'ulang', 'bawaslu', 'number', 'membangun', 'solidaritas', 'kebangsaan', 'melawan', 'covid', 'number', 'virus', 'corona'];ketua bawaslu kabupaten magetan hendrad subiyakto mengadakan bhakti sosial rangka ulang bawaslu number membangun solidaritas kebangsaan melawan covid number virus corona;ketua bawaslu kabupaten magetan hendrad subiyakto ada bhakti sosial rangka ulang bawaslu number bangun solidaritas bangsa lawan covid number virus corona
